,neg,neu,pos,compound,Full_News,Publisher,label,word_count
534,0.02,0.853,0.127,0.9803,shop market shutter pm daily aiming saving power energy backdrop worldwide continued price hike power energy government decided keep shop shopping mall market kitchen market across country shut pm every day prime minister sheikh hasina thursday asked concerned take necessary measure shut shop shopping mall market kitchen market across country pm every day instruction given thursday circular signed director general administration md ahsan kibria siddiqui prime minister office notification mentioned intention save power energy backdrop worldwide continued price hike secretary ministry division concerned public security division commerce ministry energy mineral resource division local government division power division industry ministry department inspection factory establishment divisional commissioner deputy inspector general police deputy commissioner superintendent police division district asked execute order strictly line section bangladesh labour law dhaka south city corporation dscc mayor sheikh fazle noor taposh earlier june disclosed plan government closure shop shopping mall market kitchen market capital dhaka pm every city world specific time close operation however dhaka still set time city need rest told medium speaking seminar held bangladesh university engineering technology buet occasion world environment day nature regain beauty city given chance rest night said adding enjoy work also able enjoy dhaka noted initiative would play vital role mitigating risk climate change helal uddin president bangladesh dokan malik samity bangladesh shop owner association claimed government talk making decision although provision existing law employee work pm never followed reasonable ground helal added government made decision save energy power following soaring price oil energy across globe due russia ukraine war alternative abide decision however said lakh people involved small business capital consideration request prime minister sheikh hasina give u permission keep shop open noon pm,Bangladesh Post,1,275
535,0.027,0.742,0.231,0.9853,army continues rescue operation bangladesh army bangladesh air force bangladesh navy bangladesh coast guard saturday joined rescue relief operation flood victim sylhet adjacent area according sylhet deputy commissioner dc md mojibur rahman bangladesh army started rescue activity different upazilas district friday navy saturday started work rescue flood victim saturday morning joining army said navy personnel arrived team diver started work adding team diver would join later day sylhet dc mojibur told two coast guard ship expected arrive today saturday according source one go sunamganj engaged rescue work sylhet addition two air force helicopter engaged rescue operation local journalist told one team navy working jalalabad union sylhet sadar upazila another team companiganj besides army engaged rescue operation sylhet sadar companiganj gowainghat member border guard bangladesh bgb also assisting evacuation effort border area,Bangladesh Post,1,131
536,0.059,0.762,0.179,0.9985,padma bridge ease flood time travel pm prime minister sheikh hasina sunday hoped padma bridge would blessing nation easier communication wake flood government set inaugurate june opening padma bridge hope inshaallah would blessing uninterrupted communication southern region ensured said premier made optimism addressing reception ceremony sport person shapla hall prime minister office pmo chief guest said padma bridge create vast opportunity u transport good tackle flood stand beside people provide assistance added think going open padma bridge time flood began one side may also go southern region sheikh hasina said flood river crossing becomes difficult get extra current appears furious people get stuck river bank connection also shared experience stuck tungipara flood premier said would bridge padma river could traveled dhaka instead stuck opening padma bridge type work providing assistance medicine etc people could done easily flood said recalling time inauguration bangabandhu bridge river jamuna prime minister said severe prolonged flood country time bridge connected northern region part country said added opened bangabandhu bridge good region transported easily area flood helped tackle flood easier way end also remembered international organization time predicted two crore people would die flood replied let anybody die person died added opened bangabandhu bridge able tackle flood easily prime minister also recalled southern region received huge support northern region time reception ceremony financial honorarium provided total sport person including member saff champion woman u national football team sportsman include person mujib borsho fifa international football series sportsman bangabandhu nation physically challenged cricket tournament saff champion woman u national football team captain maria manda player monika chakma chief trainer golam rabbani choton bangladesh physically challenged cricket team captain faisal khan bangladesh national football team captain jamal bhuyan received cheque financial honorarium hand prime minister outset function video documentary three category sport team screened state minister youth sport md zahid ahsan russel bangladesh football federation president kazi md salahuddin woman u national football team captain maria manda bangladesh physically challenged cricket team captain faisal khan also spoke additional secretary ministry youth sport nazrul islam delivered welcome address prime minister said government would continue support developing world class athlete country sport arena mentioning flood regular phenomenon country said deal flood also continue sport everything go life accept added reality move ahead reality keep head high world stage sheikh hasina said government taking various measure rescue treat provide relief flood victim minimize suffering said monsoon season flood sylhet sunamganj district occurred much massively time monitoring regularly rescue work providing relief along various measure flood victim said mentioning local administration army navy organization deployed rescue people provide assistance time said leader activist chhatra league juba league swechchhasebak league associated organization awami league come forward assistance different area government everything drain water also ready deal post flood situation added head government said cautioned concerned earlier saying time could massive flood warned everyone told prepared preparation possibility flood central southern part country said flood began north may hit south sheikh hasina said water started receding water recedes sunamganj area start flooding natural system possibility flooding especially rangpur division mymensingh division already taking measure regard prime minister said flood water recedes north eastern part middle region might flooded till bengali month shraban southern region shraban bhadra system nature said bangladesh move forward coping natural environment continue activity ensure normal life alongside facing natural disaster added referring fact bangladesh successfully hosted mini world cup icc champion trophy flood mentioning government introduced bangabandhu gold cup bangamata begum fazilatun nesa mujib gold cup primary school level emphasized arrangement inter college inter university competition pick player national team think inter school inter college competition start soon everything necessary said sheikh hasina said government constructing mini stadium every upazila development type sport construction work mini stadium continue upazilas said directed sport ministry come fresh project construct mini stadium remaining upazilas adding want delay construction mini stadium want mini stadium ready upazilas premier noted essential put emphasis country rural sport end mentioned government already recognized bangladesh country game association putting emphasis promotion dissemination rural sport prime minister urged industrialist businessmen come forward helping player thus promote sport industrialist businessmen appoint player venture player would able give attention sport would need remain worried livelihood said right would business set industry make money something country continued emphasizing cooperation private sector prime minister said cooperate bring excellence give opportunity livelihood bring honor country playing believe added player play sport club country competition excellence sport create environment referring various achievement brought physically challenged player country field sport said although physically challenged person considered burden today proved bring honor country get opportunity proved asset regarding reception sheikh hasina said always pleasure give reception prominent player current situation bit unusual due flood situation covid pandemic,Bangladesh Post,1,779
537,0.013,0.774,0.213,0.9976,decision evm use finalised ec impose view anyone cec chief election commissioner cec kazi habibul awal sunday said commission intention imposing view use electronic voting machine evm informed every party individual ec yet made final decision use evms next general election cec made remark meeting regarding evms registered political party including jatiya party ec headquarters capital agargaon used evm purpose give idea evms view independent opinion cannot impose opinion anyone desire addressed party representative jatiya party krishak sramik janata league bangladesh national awami party bangladesh jatiya party bjp jaker party bangladesh muslim league gono forum gono front bangladesh jatiya party bangladesh nationalist front bnf nationalist democratic movement ndm bangladesh congress attended meeting sunday june share view election commissioner begum rashida sultana brigadier general retd ahsan habib khan retired senior secretary mohammad alamgir anisur rahman present meeting mentioned view verifying acceptability use much talked evms next general election ec decided sit dialogue political party registered constitutional body ec informed ec want use evms vote casting around constituency upcoming general election ec total evms hand political party quarter raised question acceptability evms vote casting ashok kumer debnath additional secretary ec said registered political party invited ec office phase june evm verification maximum four person including technical person political party requested come ec able open evm check machine way said president appointed awal commission february new commission took office february taking charge electoral system country ec decided hold dialogue various quarter ahead th national parliament election part process ec held dialogue prominent academic intellectual country journalist civil society medium march april respectively later ec also held dialogue election observes expert according ec official political party registered ec would invited three phase political party invited day second phase political party invited bangladesh nationalist party bnp jatiya samajtantrik dal jsd bangladesh khilafat movement national people party npp jamiyat e ulamaye islam bangladesh islamic front bangladesh bangladesh kalyan party islami oikya jote bangladesh khilafat majlis islamic andolan bangladesh bangladesh islamic front khilafat majlis bangladesh muslim league bml last phase party invited june ruling bangladesh awami league bangladesh tarikat federation communist party bangladesh ml communist party bangladesh liberal democratic party ldp ganatantri party worker party bangladesh bikalpa dhara bangladesh jatiya samajtantrik dal jasad bangladesh samajtantrik dal basad bangladesh national awami party bangladesh nap biplabi worker party bangladesh bangladesh sanskritik muktijote,Bangladesh Post,1,383
538,0.122,0.678,0.2,0.9712,rohingyas demand return myanmar rohingyas organized go home campaign demonstration camp ukhia teknaf cox bazar demanding repatriation homeland myanmar sunday rally started designated place rohingya camp west west ukhia rohingyas adjoining camp took part protest procession rohingyas urged world community ensure safe return homeland rohingyas participated protest slogan back home rohingya leader muhibullah shot dead miscreant september leading procession august demand however although single organizer leader year rally came forward pamphlet mention persecuted rohingya people organizer rohingya demanded repatriation every rohingya village arakan short period time agreement demanded involvement united state united nation oic united kingdom european union ngo bangladesh repatriation process demand also include abolition burmese citizenship act return property right live independently majhi mohammad hossain head rohingya camp ukhia said want safe repatriation hope logical demand rohingyas raised year rally taken international arena want return myanmar dignity respect said qin mong president rohingya youth association grateful government bangladesh set human example giving u shelter additional refugee relief repatriation commissioner mohammad samchu ddouja said rohingyas expressed desire return home peaceful activity hampered far large gathering demonstration rohingyas allowed without forming human chain said apbn additional superintendent police medium kamran hossain charge law order camp said protest took place different part camp apbn always active controlling law order camp area ensuring overall security rohingya citizen myanmar tortured forcibly deported bangladesh due heinous atrocity myanmar army considered horrific exodus rohingyas history persecuted rohingyas raised point demand international community peaceful human chain,Bangladesh Post,1,240
539,0.0,0.78,0.22,0.9914,padma bridge history making project south korean ambassador bangladesh lee jang keun described padma bridge proud history making project bangladesh korea happy take part proud history making project korean company korea expressway corporation supervised construction process padma bridge company also charge operation maintenance bridge told unb south korean envoy said padma bridge newest also biggest addition long list bangladesh accomplishment said bangladesh made many milestone journey toward development close development partner friend bangladesh behalf republic korea ambassador congratulated government people bangladesh successful completion padma bridge project korea bangladesh grand journey towards realizing dream prosperity peace humanity ambassador lee said padma bridge reminds jamuna bridge project constructed korean company hyundai construction late longest bridge south asia time brought big pride bangladesh people mentioned famous sign board jamuna bridge construction site read yesterday dream today glorious reality every day worker going construction site read phrase worked hope believe phrase stand true today going celebrate historic launch padma bridge said ambassador lee prime minister sheikh hasina scheduled inaugurate padma bridge june,Bangladesh Post,1,168
540,0.013,0.927,0.06,0.9287,govt expects recover padma bridge construction cost within year government expects recover padma bridge construction cost next year well calculated toll rate official said sunday toll rate fixed calculated way construction cost country biggest bridge could recovered next year official bangladesh bridge authority bba said said bridge constructed domestic financing discarding foreign loan grant type finance ministry provided bba amount taka crore credit repay one per cent interest rate year repay loan one per cent loan quarterly instalment official said adding toll rate fixed also considering issue vat tax bridge management maintenance alongside occasional river training bba statement later substantiated remark saying additional amount taka crore would repaid loan taka crore taken design framing mega structure said vehicle operator using bridge would pay average per cent fare used pay ferry transportation bangladesh inland water transport authority biwta earned taka crore november vehicle ferried mawa jajira route bba took figure one baseline fixing padma bridge toll expecting collect taka crore monthly initial estimation amount enough realise construction subsequent maintenance cost year padma multipurpose bridge project director md shafiqul islam told bs added vehicular movement would enhanced toll rate would fixed time time well coming year realize expected amount happened case bangabandhu bridge bba official said bangabandhu bridge realized construction cost ahead expected timeline according detailed economic financial analysis project consultant firm monthly toll collection eventually stand taka crore annual taka crore incoming year year loan repayment schedule agreement finance division bba taka crore paid first year launching vehicular movement bridge would increased taka crore annually government issued gazette notification may fixing toll rate padma bridge scheduled open traffic movement june according notification toll rate motorcycle taka car jeep taka pickup van taka microbus taka small bus seat taka medium bus taka large bus axel taka fixed small truck ton taka medium truck tonne taka truck weighing tonne taka truck three axel taka trailer four axel notification also said taka added taka extra axel trailer four axel one,Bangladesh Post,1,326
541,0.158,0.704,0.138,-0.7096,virus case hr week high bangladesh sunday reported zero covid death covid positive case past hour till sunday recorded percent positivity rate coronavirus highest rate past week bangladesh reported covid positive case sample tested last hour country logged five percent positivity rate deadly virus four straight day nearly three half month directorate general health service dghs source said among eight division dhaka recorded highest number case infection official tally showed virus killed people infected far statement added recovery count rose another patient discharged dedicated hospital past one day beginning pandemic percent covid patient recovered among infected people percent died dghs statistic showed among fatality occurred dhaka division chattogram rajshahi khulna barishal sylhet rangpur mymensingh division,Bangladesh Post,-1,115
542,0.036,0.903,0.061,0.6369,shop market shut pm today government sunday decided close shop shopping mall market across country pm monday save electricity fuel decision taken meeting ministry labor employment sunday minister state labor employment begum monnujan sufian presided meeting city corporation dhaka employer federation fbcci mcci bgmea bkmea bangladesh shop owner association dhaka chamber others association representative present meeting state minister said agreed issue took decision meeting observance start tomorrow monday said business representative made demand demanded keep open business till pm july july ahead eid ul adha send proposal form summary prime minister office dock jetty station airport transport service terminal office vegetable meat fish dairy product bread pastry sweet flower shop medicine store surgical instrument bandage medical supply shop sale necessary item burial tobacco cigarette drink ice newspaper magazine retail store petrol pump non motorised motor vehicle service station barber hairdressing shop waste disposal health system industry organisation provides energy light water people club hotel restaurant food shop movie theater purview rule,Bangladesh Post,1,161
543,0.196,0.729,0.075,-0.9746,little chance food crisis flood dr razzaque agriculture minister dr abdur razzaque said ongoing flood part country create notable food crisis almost staple crop field damage flood make crop compensated easily extensive preparation already taken regard added dr razzaque said speaking seminar agriculture medium food security global situation organized agricultural information service krishibid institution bangladesh kib convention hall capital sunday agriculture minister said flood damage aman paddy many seedbed planted across country yet ruined problem stored enough amount seed given farmer situation improved said loss au might little higher targeted plant au lakh hectare land lakh hectare land planted till planted au hectare land flooded far besides various vegetable hectare damaged agriculture minister said bangladesh disaster prone country portion crop season get damaged almost every year farmer also used situation government also preparation situation allocated enough said adding major damage crop ministry agriculture extend maximum cooperation compensate farmer,Bangladesh Post,-1,148
544,0.172,0.747,0.081,-0.9819,dhaka air quality moderate dhaka air quality continued moderate zone sunday mainly owing rain different part country air quality index aqi score pm city ranked nd list world city worst air quality aqi remains air quality acceptable however may risk people particularly unusually sensitive air pollution saudi arabia riyadh united arab emirate dubai chile santiago occupied first three spot list aqi score respectively aqi considered unhealthy particularly sensitive group similarly aqi said poor reading considered hazardous posing serious health risk resident aqi index reporting daily air quality used government agency inform people clean polluted air certain city associated health effect might concern bangladesh aqi based five criterion pollutant particulate matter pm pm co ozone dhaka long grappling air pollution issue air quality usually turn unhealthy winter improves monsoon report department environment doe world bank march pointed three main source air pollution dhaka brick kiln fume vehicle dust construction site advent winter city air quality start deteriorating sharply due massive discharge pollutant particle construction work rundown road brick kiln source air pollution consistently rank among top risk factor death disability worldwide breathing polluted air long recognised increasing person chance developing heart disease chronic respiratory disease lung infection cancer according several study per world health organization air pollution kill estimated seven million people worldwide every year largely result increased mortality stroke heart disease chronic obstructive pulmonary disease lung cancer acute respiratory infection,Bangladesh Post,-1,230
545,0.118,0.804,0.078,-0.9678,europe swelters june heatwave spain france western european nation sweltered weekend blistering june heatwave sparked forest fire concern early summer blast hot weather become norm weekend soaring temperature peak june heatwave line scientist prediction phenomenon strike earlier year thanks global warming popular french southwestern seaside resort biarritz saw highest time temperature saturday afternoon degree celsius degree fahrenheit state forecaster meteo france said authority urged vigilance central western coast spanish border many part region surpassed c although storm expected atlantic coast sunday evening first sign stifling temperature gradually regress concern eastern part country weather service reported baking heat failed put heavy metal aficionado attending hellfest festival clisson outskirt western city nantes temperature soared beyond c found energy headbang music grateful several water fountain hand sprayed periodically queue hundred people traffic jam formed outside aquatic leisure park france people seeing water refuge devastating heat river seine limit bathing scorched parisian took refuge city fountain vincennes zoo capital outskirt shaggy haired lion licked pawed frozen blood fed zookeepers monitored enclosure animal sign dehydration scorching sun earliest heatwave ever recorded france since said matthieu sorel climatologist meteo france june record fell dozen area leading call weather marker climate change major incident france fire triggered firing artillery shell military training var region southern france burning hectare acre vegetation local authority said threat anyone except sheep evacuated taken safety said local fire brigade chief olivier pecot fire came canjeurs military camp biggest training site western europe fire service work impeded presence non exploded munition deserted area four canadair plane deployed water bomb fire farmer country adapt daniel toffaloni year old farmer near southern city perpignan work daybreak evening temperature tomato greenhouse reach sizzling c forest fire spain saturday burned nearly hectare acre land northwest sierra de la culebra region flame forced several hundred people home village evacuated resident able return saturday morning regional authority warned fire remains active firefighter still battling blaze several region including woodland catalonia temperature c forecast part country saturday high c expected northeastern city zaragoza also fire germany temperature forecast go high c saturday reached c blaze brandenburg region around berlin spread hectare friday evening uk recorded hottest day year friday temperature reaching c early afternoon meteorologist said think moment people enjoying hot get hotter think meant concern said claire moran editor london several town northern italy announced water rationing lombardy region may declare state emergency record drought threatens harvest italy dairy cow putting percent le milk main agricultural association coldiretti said saturday temperature far cow ideal climate c animal drinking litre water per day double normal intake producing le due stress said expert warned high temperature caused worrying climate change trend result climate change heatwaves starting earlier said clare nullis spokeswoman world meteorological organization geneva witnessing today unfortunately foretaste future concentration greenhouse gas atmosphere continue rise push global warming towards c pre industrial level added,Bangladesh Post,-1,474
546,0.093,0.706,0.2,0.9287,flood may last little longer army chief army chief general sm shafiuddin ahmed sunday said flood situation could last little longer made remark talking journalist sylhet participating rescue relief distribution programme said flood created disastrous situation trying best overcome bangladesh army government organization also trying best continued gen shafiuddin said many standby force dispatched every region flood affected area army also sending food medical supply said many people shown interest providing relief u trying organise chief army also said still see enough indication flood end two day might take time still significant damage even flood situation improves several activity post flood period preparing army chief described work together tackle disaster added,Bangladesh Post,1,111
547,0.136,0.81,0.054,-0.9946,flood situation static rail power link restored area although flood situation sylhet sunamganj remained unchanged floodwater level dropping area sunday june however many road two district breached allow floodwater drain alongside sylhet sunamganj flooding also hit district country including netrakona kishoreganj kurigram nilphamari lalmonirhat many area district submerged floodwater water level flood hit area country would start receding tomorrow tuesday said state minister disaster management relief md enamur rahman said flood situation sylhet improved bit remains unchanged sunamganj time flood situation habiganj moulvibazar deteriorated said talking reporter office bangladesh secretariat capital sunday enamur rahman said eighty upazilas district country currently flooded upazilas six freshly flooded meanwhile agriculture minister dr md abdur razzaque said aush paddy around hectare cropland damaged far country due flooding also damaged vegetable grown around hectare cropland minister said addressing seminar organised agriculture information service capital sunday said much damage seedbed far difficult recover seedbed damaged simultaneously meanwhile flood victim sylhet sunamganj going immense suffering due crisis food safe drinking water although many people transferred shelter higher ground many received relief ruhul alam executive engineer sylhet city corporation charge shelter home said least shelter home opened city difficult know many people residing already metric tonne rice allocated failed distribute shelter home due incessant rainfall added power supply partially restored area sylhet city eight hour disruption around pm saturday said abdul quadir chief engineer power development board pdb sylhet power supply suspended saturday afternoon flood water entered kumargaon sub station rail communication sylhet part country also restored nearly hour rail link suspended saturday afternoon due worsening flood situation sardar shahadat ali additional director general operation bangladesh railway said railway authority resumed train service sunday afternoon nine team bangladesh army conducting rescue operation eight upazilas sylhet sunamganj district involved taking flood hit people nearest shelter home said major general hamidul haque sylhet cantonment meanwhile multiple incident robbery reported flood hit sylhet sunamganj saturday june night many netizens posted social medium seeking help heard robbery incident residence relative rezaul karim duty officer shah paran police station said received news incident area sadiqur rahman medical officer hospital sylhet posted social medium robbery took place three nearby house including uncle house none emergency assistance member administration could reached time added according flood forecasting warning centre ffwc bangladesh water development board bwdb surma river flowing cm danger level kanaighat point sylhet sunday morning cm saturday however river water level sylhet city point cm danger level cm lower saturday kushiyara river flowing cm danger level jakiganj sylhet cm saturday shewla point biyanibazar river flowing cm danger level cm higher saturday arifuzzaman bhuiyan executive engineer ffwc said river water level rising place falling others remaining stable many place flooding kurigram lalmonirhat district worsened water river flowing danger level kurigram water brahmaputra river chilmari point flowing cm danger level sunday morning water level dharla river risen cm danger level water level river flowing cm danger level pateshwari point abdulla al mamun executive engineer kurigram wdb said water level river rising due continuous rain flow water mountain slope water level river may continue rise next day water brahmaputra river particular may rise even added many village district inundated water flowing dudhkumar river metre wdb flood control dam namahaila village nageswari upazila collapsed ashraful alam rasel rowmari uno said people displaced rowmari upazila government educational institution flood shelter used shelter flooding district country damaged crop road infrastructure,Bangladesh Post,-1,559
548,0.0,0.743,0.257,0.9849,construction padma bridge russian embassy hail govt embassy russian federation dhaka congratulates government upcoming inauguration multipurpose padma bridge citing project one ambitious mega project statement monday embassy acknowledged bridge completely funded bangladesh government fund statement read padma bridge true game changer offer multiple opportunity term regional trade investment connectivity employment tourism many field without doubt largely contribute national gdp growth benefit comprehensive development southwestern part countr saying dream sonar bangla cherished father nation bangabandhu sheikh mujibur rahman coming true right eye state construction padma bridge landmark achievement made possible far sighted vision bangladeshi government prime minister sheikh hasina bangladesh implementing mega project including construction rooppur nuclear power plant assistance russian company rosatom contribute successful development story bangladesh prosperity well people said statement,Bangladesh Post,1,122
549,0.242,0.682,0.075,-0.9729,one dead covid case hour bangladesh reported case covid past hour till monday highest since february taking overall tally infection one person died covid period day zero coronavirus death last virus related death recorded since may raising death toll disease directorate general health service dghs source said positivity rate recorded percent testing sample across country total positivity rate stand percent recovery count rose another patient discharged dedicated hospital past one day beginning pandemic percent covid patient recovered among infected people percent died dghs statistic showed among fatality occurred dhaka division chattogram rajshahi khulna barishal sylhet rangpur mymensingh division,Bangladesh Post,-1,98
550,0.117,0.8,0.083,-0.9956,behind sylhet region devastating flood frequency intensity flooding rise sylhet region northeastern part bangladesh apprehension terrible flood hit region adjacent region coming day flood water cannot flow bay easily like past river sylhet region lost navigability water carrying capacity certain segment following construction major bridge bhairab bridge built meghna river surma kushiyara river merge thus posing one major reason terrible flood sylhet region construction road dam haors another major reason frequent flooding sylhet mymensingh region destruction natural forest india meghalaya commercial agricultural purpose hill cutting bangladesh unplanned urbanization development project also responsible flood sylhet sunamganj two district northeastern part country experiencing worst flooding recorded history year according ministry disaster management relief three flood including current severe flooding three month year two district first flash flood hit district early april second flood hit mid may current flood began mid june inundated percent area sylhet district percent area sunamganj district million people facing untold suffering severe flood year three devastating flood hit sylhet sunamganj district highest rainfall cherrapunji meghalaya adjacent two district cherapunji received mm precipitation last ten day june june amount rain short period rare even cherrapunji known one rain prone region world continuous intense rain mainly responsible flood sylhet region said dr md khalequzzaman professor department geology physic lock university usa talking bangladesh post yesterday monday bangladesh born u professor said global climate change model already predicted amount rain flood increase next decade apprehended severe flood like current massive flood hit sylhet region adjacent area coming day however catastrophic flood due excessive rainfall cherrapunji flash flood happening sylhet region well meghalaya assam frequently also due man made cause mostofa kamal phd researcher weather climate change university saskatchewan canada said cherrapunji receives amount rainfall almost every day monsoon due topography however rainfall falling cherrapunji since june unusually heavy later spread sylhet region causing severe flooding however flood hit sylhet sunamganj year also man made cause added according cause destruction natural forest hill meghalaya commercial forestry agriculture purpose compare natural forest thatched house shed hand hilly land prepared cultivation destruction natural forest compared tin house shed take several time le time amount rain fall thatched shed ground tin house fact case tin shed chance water freezing soon fell fell ground exactly happened recent year professor khalequzzaman however also agreed observation saying yes correct see phenomenon border region river flowing meghalaya elsewhere sand mining river agricultural practice hill cutting bangladesh unplanned urbanization also contributing siltation problem river reduction navigability expert water river environment also said major flood haor region experienced flood certain area greater sylhet mymensingh district three flood three month sunamganj sylhet year impact flooding intensified due reduction decline water carrying capacity river water carrying capacity river flowing sylhet region including surma kushiayara declined drastically due siltation river silted due sediment deposition come upstream region india within bangladesh reason floodwater cannot flow bay bengal easily also major factor terrible flood sylhet region experiencing professor khalequzzaman said river lost navigability water carrying capacity certain segment major bridge bhairab bridge creates prolonged water logging haor region responsible terrible flood experiencing bhairab railway bridge built british built meghna contracted width river choked river training work three bridge segment river instead one two rail bridge another road bridge completed connects dhaka sylhet highway bhairab bazar kishoreganj ashuganj brahmanbaria bridge contributing contraction river however river training technique used properly latest two bridge reason water level haor area permanently rose monsoon natural drainage affected river flow impeded natural process siltation get accelerated loss navigability reduction water carrying capacity bhairab bridge likely contribute stagnation floodwater upstream haor region said professor dr khalequzzaman someone said alongside mentioned reason km road constructed haor kishoreganj smooth communication three upazilas district also responsible flooding sylhet mymensingh region haors sunamganj sylhet district merged haors kishoreganj well greater mymensingh water incessant rain upstream meghalaya assam flow meghna river kishoreganj river haors sylhet region many local said road middle hoar disrupts free flow water alongside destruction natural forest meghalaya hill mostafa kamal also blamed austagram mithamaoin itna road known weather road completed flooding sylhet region road impeded flow upstream water river haor added weather road also major obstacle normal flow rain water mountain slope meghalaya mountain rain soaked silt silt laden water stagnant three year due road kishoreganj haor result navigability river haor area decreased rate downstream water also decreased due previous accumulation water said researcher mostafa kamal also said negative effect road long term construction road haor area kishoreganj tantamount declaring war nature whether environmental survey carried road built whether survey carried independently matter considerable question professor dr k saiful islam director institute water flood management buet completely willing blame austagram mithamaoin itna road severe flood sylhet region think main reason behind sudden flood heavy rainfall cherrapunji global warming changed type weather climate rainfall rain rain much deeper pacific also la nino played role heavy rain rain cherrapunji reach tahirpur sunamganj six eight hour water able come quickly result spreading around creating flood added buet professor however said unplanned construction road embankment haor one reason flood asked impact austagram mithamoin itna road severe flooding sylhet sunamganj professor khalekuzzman said road embankment haor slow discharge surface flow make flood worse kasmir reza president environment haor development organisation said length drainage system road middle haor metre sufficient flow water reason road also responsible frequent flash flood meanwhile one department bangladesh haor wetland development ministry water resource available comment regard md nurul karim bhuiyan director agriculture water environment department told correspondent talk director general department however md mashuk miah director general department could reached said weather road kishoreganj road embankment haor area also causing flooding problem road embankment also bring negative impact environment ecology biodiversity talking bangladesh post mohammad azaz chairman river delta research centre rdrc blamed joint river commission jrc severe flash flooding flood control measure bangladesh limited authority concerned give flood forecast added according environmentalist expert water river sylhet region dire strait due reason including river navigability crisis switch gate haor filling haor water body indiscriminate cutting hill expert however spoke way md khalequzzaman said due climate change flooding intensity frequency likely increase future bangladesh water resource major river need managed basin scale involving co riparian country ganges brahmaputra meghna gbm basin carrying capacity river need adjusted capital dredging facilitate unimpeded flow flood water bay also suggested flood forecasting system need improved considering hydrologic data upper riparian country gbm basin located within geographic territory bangladesh integrated water resource compact among country gbm basin necessary flood mitigation added others also said solution dig two main river sylhet surma kushiyara river dig natural rhyme flowing sylhet city ensure normal flow water abdul hye al hadi environmental activist sylhet said well planned dredging one thing must started soon river sylhet mostafa kamal said issue destruction forest hill sylhet region also kept mind result alternative increasing navigability major river sylhet dredging every year said since man yet acquired ability control nature natural disaster cannot prevented however possible reduce risk natural disaster using human acquired knowledge example possible reach people two week relatively accurate weather forecast natural disaster loss life property greatly reduced done worldwide,Bangladesh Post,-1,1174
551,0.107,0.856,0.037,-0.875,irregularity seen cumilla city poll cec chief election commissioner cec kazi habibul awal monday said irregularity seen cumilla city corporation cucc election talking reporter said observed election till pm poll day irregularity seen observing situation cctv allegation election result changed last moment returning officer received one phone call awal said quite impossible change poll result also made one two phone call returning officer nervously told trouble hearing huge sound thought beaten said cec said phoned deputy commissioner police superintendent immediately informed observing matter told returning officer would problem later returning officer informed police come chaotic situation minute seen returning officer announced election result relax said rally brought announcement poll result awal said people bought rally emotionally unexpected ec expected responding question cec said ec instruct cumilla mp akm bahauddin bahar leave constituency requested see joining election campaign publicly alleged bahar tactically participated election campaign expectation request would criticism election commission could order one leave locality cec added,Bangladesh Post,-1,157
552,0.14,0.765,0.094,-0.9764,spain germany battle bushfires amid unusual heat wave firefighter spain germany struggled contain wildfire sunday amid unusual heat wave western europe time year worst damage spain northwest province zamora hectare acre consumed regional authority said german official said resident three village near berlin ordered leave home approaching wildfire sunday spanish authority said three day high temperature high wind low humidity respite came dropping temperature sunday morning allowed firefighter supported water dumping aircraft establish perimeter around fire started zamora sierra de la culebra authority warned still danger unfavorable shift weather could revive blaze caused evacuation village spain alert outbreak intense wildfire country swelters record temperature many point country june expert link abnormally hot period europe climate change thermometer risen c f many spanish city throughout week temperature usually expected august lack rainfall year combined gusting wind produced condition fire authority said gusting wind kph mph changed course erratically combined temperature near c made tough crew fire able cross reservoir meter wide reach side give idea difficulty faced juan surez quiones official castilla len region told spanish state television tve fire zamora started strike electrical storm wednesday authority said spreading fire caused high speed train service madrid spain northwest cut saturday reestablished sunday morning military firefighting unit deployed zamora navarra lleida report life lost flame reached outskirt village zamora navarra video shot passenger car showed flame licking side road village resident looked despair black plume rose nearby hill central north navarra authority evacuated small village precaution high temperature area expected drop wednesday also asked farmer stop using heavy machinery could unintentionally spark fire situation remains delicate various active fire due extremely high temperature high wind navarra regional vice president javier remrez told tve remrez said village seen building damaged outskirt wild animal evacuated animal park navarra taken bull ring safe keeping authority said wildfire also active three part northeast catalonia lleida tarragona nature park garaf south barcelona firefighter said hectare acre scorched lleida added responded different wildfire catalonia past week germany also seen numerous wildfire recent day following period intense heat little rain country national weather agency said mercury reached c f eastern city dresden cottbus sunday strong wind fanning blaze near town treuenbrietzen kilometer mile southwest berlin prompting official order three village evacuated sunday people frohnsdorf tiefenbrunnen klausdorf told immediately seek shelter community center drill town official tweeted firefighter soldier civil defense expert deployed tackle blaze also affected former military training area known contaminated ammunition official expressed hope late sunday thunderstorm moving west would help put fire,Bangladesh Post,-1,416
